STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
19025,19025,Calhoun,IA,8681545,11832071,12532464,10982611,15576947,16542193,14934062,1272164,1634369,1766626,1634294,2097795,2344398,2309294
19027,19027,Carroll,IA,9192467,10509260,11202447,9552230,12958953,16714317,15157327,1349941,1456020,1583920,1426686,1748427,2372670,2298337
19029,19029,Cass,IA,6733470,8841049,7035551,7026840,8093983,7882908,8129876,988319,1223384,994652,1048381,1091910,1119766,1212669
19031,19031,Cedar,IA,10040224,11737437,10495389,10119363,15818373,14324215,13495703,1472524,1623699,1482767,1509349,2132430,2033387,2263889
19033,19033,Cerro Gordo,IA,9017139,11044121,11236889,9698393,16744388,15693883,14150721,1333932,1542484,1602223,1462179,2265611,2238694,2314391
19035,19035,Cherokee,IA,7601451,9320368,9575947,8863517,10698660,12693736,11766274,1114971,1289017,1351432,1320364,1441908,1800219,1789773
19037,19037,Chickasaw,IA,9095571,9538261,9105620,8413701,11729619,14561492,13811207,1333381,1318923,1285381,1253839,1580826,2064888,2007092
19039,19039,Clarke,IA,2976982,2100868,2056729,1986879,1838801,3006001,2253238,437116,291973,291950,298057,249173,428046,385555
19041,19041,Clay,IA,7804476,8546488,9204397,9081180,13306761,14058549,13225958,1145516,1183847,1300967,1354740,1794049,1995112,2183070
19043,19043,Clayton,IA,10289895,11112992,10440384,9192099,11478674,15712575,13349736,1509224,1537536,1474830,1371135,1548124,2229260,2157217
19045,19045,Clinton,IA,13100332,13822402,13703654,12484831,18693850,20991143,17633226,1931900,1926552,1949958,1877222,2528863,2989970,2783483
19047,19047,Crawford,IA,9367809,12579877,12451490,10427340,16031357,21125978,17538161,1373975,1739155,1757113,1554149,2160492,2995622,2831519
19049,19049,Dallas,IA,7334285,8663170,8423004,8320077,10273146,12925597,11511475,1080525,1205970,1200399,1256731,1400329,1861786,1778182
19051,19051,Davis,IA,3876824,3250551,3422613,4271604,3967770,5118147,3621883,568693,450303,483932,636955,535451,726739,534298
19053,19053,Decatur,IA,3416096,2333676,2480641,3023444,3211343,3870572,3598335,501285,323831,351333,451556,433618,549942,514416
19055,19055,Delaware,IA,12163908,11794048,12332096,10476112,13823860,19444224,18182376,1783259,1631746,1741317,1562369,1863964,2757938,2757821
19057,19057,Des Moines,IA,5307501,5997102,7285875,5581737,7188414,6425024,6587941,790806,846122,1045452,850180,979246,926138,1127003
19059,19059,Dickinson,IA,4453430,6855866,6196950,4788419,8859852,8401570,7548953,654989,950273,877727,717578,1196042,1194910,1167445
19061,19061,Dubuque,IA,9150584,10931496,9707478,7463011,11162541,11999026,12627399,1371098,1550863,1413379,1160240,1533618,1743951,2033052
19063,19063,Emmet,IA,5714829,6805550,7189342,6492898,13500515,9410271,10277683,838524,941857,1015211,967987,1818717,1335047,1635533
19065,19065,Fayette,IA,12327442,15198269,14380344,12347540,15484182,16910152,14258056,1808104,2102172,2030720,1841338,2087917,2399999,2313256
19067,19067,Floyd,IA,7624940,9338844,11133474,8085790,12272014,14819121,12786939,1119497,1293035,1572349,1206944,1654894,2102774,1889848
19069,19069,Franklin,IA,9982663,10993848,13033059,10588739,16031678,17505875,15857828,1462450,1518677,1836866,1575755,2159165,2481027,2420703
19071,19071,Fremont,IA,5410802,7855230,6944078,7531718,6283574,9767216,9122270,793056,1085061,979190,1120753,846816,1384438,1506833
19073,19073,Greene,IA,8591762,11108254,11411450,10255192,14245704,15253776,14451934,1258700,1534118,1608536,1526024,1918574,2161753,2358048
19075,19075,Grundy,IA,9974953,10541879,11299905,9285017,13080049,14581619,14016631,1461616,1456850,1593729,1383028,1762485,2067807,2150802
19077,19077,Guthrie,IA,5694160,8840630,6457088,5645861,9180608,9292050,8837470,835040,1221801,911786,841959,1237372,1318215,1364640
19079,19079,Hamilton,IA,8570180,9373876,10831190,8734688,14402749,14347716,14039456,1257263,1297274,1529278,1302874,1941315,2035576,2124653
19081,19081,Hancock,IA,10343213,9979677,11954363,9377719,17138585,18224689,17163053,1515500,1379321,1685545,1396401,2308316,2582996,2741780
19083,19083,Hardin,IA,9646905,10631045,10124966,8139005,13103036,14669843,15175310,1415709,1471719,1431080,1215490,1766936,2081927,2285166
19085,19085,Harrison,IA,9454074,11759996,11128452,12272160,11665416,18395204,14648587,1385919,1625393,1570450,1827550,1572592,2608082,2303469
19087,19087,Henry,IA,5918920,6782731,7164075,5275015,7024808,7558598,7726264,870691,942022,1015551,791572,950171,1076811,1210125
19089,19089,Howard,IA,7142057,9264404,8396109,7751183,11026095,14318764,12301315,1046696,1280005,1184290,1154231,1485469,2029644,1861649
19091,19091,Humboldt,IA,6924638,9592377,9223697,7095257,11984743,11173602,10051325,1015187,1325522,1301009,1057031,1614584,1584488,1635884
19093,19093,Ida,IA,6508864,7617644,7727991,7478037,10276866,11173993,10886724,953664,1052442,1089618,1112816,1384122,1583681,1653928
19095,19095,Iowa,IA,8509672,7610297,8618235,8564895,10366996,11288639,10416596,1247837,1053542,1217498,1277423,1398340,1602775,1677682
19097,19097,Jackson,IA,7092859,7385971,8452403,6067958,7164007,10042556,9806207,1042355,1024594,1196014,908474,968252,1427523,1582472
19099,19099,Jasper,IA,10330625,12094207,11788256,10250797,15463076,14842744,13700300,1520228,1679891,1672533,1538165,2089904,2113758,2259064
19101,19101,Jefferson,IA,6235878,5352065,3971016,5072443,5612919,5417452,5797687,916119,743321,564666,759336,759041,772265,891040
19103,19103,Johnson,IA,8469865,8159097,7882999,8224612,11549112,11487124,10525802,1273089,1176239,1169019,1293965,1600650,1698230,1727089
19105,19105,Jones,IA,9806679,10421219,10332093,7824506,12190519,14413421,13996654,1438866,1443143,1460924,1169602,1644993,2046902,2291010
19107,19107,Keokuk,IA,10149493,8531948,8699097,7402653,9569747,10034240,9090513,1486881,1179433,1227298,1102918,1289644,1423177,1373380
19109,19109,Kossuth,IA,16822995,20540935,21599423,18710040,27157548,31382762,25626370,2464365,2836690,3043983,2783480,3657072,4446681,3854334
19111,19111,Lee,IA,6388071,6713706,7727818,6454031,8580394,7610978,6117149,946546,941518,1104065,975576,1164308,1090648,955065
19113,19113,Linn,IA,9892392,10226691,10363964,8686472,15078698,16831435,12675892,1518113,1511907,1575891,1427657,2114596,2507468,2017162
19115,19115,Louisa,IA,5711462,5603664,5554357,4696171,5888112,6960690,6472959,837997,776028,785451,701779,794774,988635,999024
19117,19117,Lucas,IA,2797524,2340786,2956478,2193174,2066554,2437398,2238659,411153,325276,418808,328800,279848,347335,348018
19119,19119,Lyon,IA,7941852,8512484,10626064,8475105,10950112,14582486,14929321,1164003,1176854,1498542,1262263,1475580,2067538,2339080
19121,19121,Madison,IA,4360692,5787378,4941608,4948797,5349022,5404777,5819757,640389,801519,699513,739849,722936,769631,886694
19123,19123,Mahaska,IA,8071113,8328949,9025393,9028475,8302793,10491876,9195402,1185833,1155488,1277801,1349494,1122343,1492452,1418598
19125,19125,Marion,IA,5191742,5249976,5980654,5105422,6057456,6705136,6052373,767547,735028,853982,772420,823691,961156,915379
19127,19127,Marshall,IA,7930846,9784561,10240298,10255076,12742952,14197427,12333746,1171597,1363970,1457544,1541024,1725544,2025399,1951060
19129,19129,Mills,IA,5365519,6809800,5060686,5639026,5857871,8145560,6652313,787837,942983,716839,842834,791594,1157671,1028594
19131,19131,Mitchell,IA,6998948,7828677,7674145,7707800,12545957,13785739,13991585,1026059,1082389,1083108,1148241,1690277,1954585,1997019
19133,19133,Monona,IA,9527663,11776002,10306104,9623106,14115731,14873465,12892674,1395406,1625966,1452744,1431826,1900958,2107773,2082070
19135,19135,Monroe,IA,3138741,1926376,2776649,3165137,3970984,3114942,2676763,460744,267812,393020,472448,535763,443027,373869
19137,19137,Montgomery,IA,5710040,5855544,6113718,5261286,5675755,7681822,7775454,837913,810907,864062,785260,765945,1090455,1178583
19139,19139,Muscatine,IA,6808651,6727072,7161866,7119467,9018174,8729118,8197292,1008693,945251,1026920,1078584,1226115,1253468,1389269
19141,19141,O'Brien,IA,11112473,11224977,10840792,9822720,14264397,13674953,13710603,1628793,1552242,1530271,1463760,1922290,1939915,2178777
19143,19143,Osceola,IA,5451676,7585102,8262983,7415971,10207486,10305180,10845438,798815,1047637,1164620,1103372,1374670,1460430,1631910
19145,19145,Page,IA,5718991,7089589,6847368,7248537,6803372,10754753,10149544,840486,982661,969334,1082416,918906,1527140,1568686
19147,19147,Palo Alto,IA,9264023,10640351,10368150,8142932,16960248,16645291,15217048,1357144,1469746,1461695,1212255,2283846,2358797,2371144
19149,19149,Plymouth,IA,11710289,13815550,14390067,14306253,16987406,19825516,18986806,1718054,1911853,2032748,2133256,2291004,2813948,3049871
19151,19151,Pocahontas,IA,8680662,11519692,12175728,11742786,16446498,16416894,14413001,1271559,1590528,1715496,1746230,2214282,2325809,2315379
19153,19153,Polk,IA,7304118,7138501,7252103,8936570,11605422,10273700,8737652,1243296,1242256,1317672,1680602,1786636,1793411,1546092
19155,19155,Pottawattamie,IA,13146139,16161078,16440925,14780540,16116932,20729309,19266748,1949948,2264006,2352824,2239585,2196002,2973150,3176028
19157,19157,Poweshiek,IA,7955502,8558104,7828865,7890603,10230334,13496296,12550922,1168018,1185896,1107976,1178703,1380736,1916287,1938621
19159,19159,Ringgold,IA,3583121,3972661,3198649,3139953,3387975,4654885,4573747,524959,548894,451349,467659,456664,660061,698427
19161,19161,Sac,IA,8285655,10741617,11405434,9336810,12476038,13713290,13812571,1214478,1484265,1608240,1390017,1680674,1943969,2047356
19163,19163,Scott,IA,7804698,8988230,9714472,9588801,12311014,11691579,10053565,1214241,1338932,1475068,1543276,1726946,1758723,1613107
19165,19165,Shelby,IA,9753992,12195642,11795270,8823304,14445666,17570019,15925799,1429460,1685124,1663641,1314493,1946166,2490596,2535935
19167,19167,Sioux,IA,14068818,15204535,15675286,13289457,18880601,18863355,20285864,2065120,2106477,2216982,1986201,2548371,2681794,3068092
19169,19169,Story,IA,8571410,9960648,13023642,10539549,16478948,14254211,13751091,1280369,1409832,1873217,1612515,2247152,2061736,2283644
19171,19171,Tama,IA,11175929,13836587,13185240,12341408,15552363,17179390,15386587,1638457,1912664,1860773,1838838,2096322,2436952,2502706
19173,19173,Taylor,IA,3808541,4835949,3649439,5511499,4504885,5393068,6122412,558391,668403,515289,820373,607209,764880,963231
19175,19175,Union,IA,3073538,3195330,3110291,4022175,3083133,3860133,5781921,452553,444404,441683,601610,417444,550144,885541
19177,19177,Van Buren,IA,4120900,3469821,3482651,3858601,4444812,4593951,4043002,604228,480338,492124,575319,599427,652153,612753
19179,19179,Wapello,IA,3951386,4095438,4492191,4393365,4474201,5343518,5374807,589534,579913,648298,670020,612176,770367,836176
19181,19181,Warren,IA,4639028,4828880,3824107,5666893,4906322,6022906,5080980,688726,680387,554957,861054,672864,871113,803001
19183,19183,Washington,IA,8500912,7906232,9563970,8215403,10188607,11093241,10405764,1248066,1096555,1352840,1228092,1375864,1577383,1703222
19185,19185,Wayne,IA,3531075,4878387,3692378,4806498,5012365,6386145,5967473,517775,674259,521302,715623,675483,905519,937379
19187,19187,Webster,IA,9564050,11859297,14476106,12381003,19722700,18873010,17239678,1410556,1650164,2052422,1855896,2663526,2684714,2750255
19189,19189,Winnebago,IA,6200494,7266302,9359879,8293577,10767704,12767442,11336084,909671,1005430,1320845,1235638,1451147,1810513,1747180
19191,19191,Winneshiek,IA,8215583,8724530,10306370,11537482,10552130,15563202,15445997,1206511,1209400,1457133,1721037,1424366,2209511,2458526
19193,19193,Woodbury,IA,11777879,13981360,15598032,11376922,16500237,20627090,18527028,1756378,1974541,2246811,1745906,2252071,2964984,3023084
19195,19195,Worth,IA,6046508,7264416,7832223,7780265,10431069,12207268,9932730,886029,1003666,1104298,1157852,1405001,1730138,1620278
19197,19197,Wright,IA,8958662,11520809,11973801,11074769,14367571,15956164,15429608,1313434,1592516,1689268,1649283,1935920,2262445,2337292
20001,20001,Allen,KS,2982719,4183020,5440928,5513235,4277225,3216704,3287509,325276,444786,641731,696847,458762,384674,490514
20003,20003,Anderson,KS,3638727,5881081,6414790,5637005,6985880,6591699,7165272,396106,623744,755216,709843,748617,786470,1187393
20005,20005,Atchison,KS,4331506,5199623,5303674,4979129,7948948,6956812,6517044,472205,552892,626086,631265,852309,831079,957937
20007,20007,Barber,KS,4455939,4263936,4071158,5491197,7087628,4918634,5878722,484831,452101,479182,690299,759356,586676,764366
20009,20009,Barton,KS,5480885,5494126,9310571,12722240,10433906,10327789,10883539,598014,585460,1098803,1606793,1118919,1233853,1399362
20011,20011,Bourbon,KS,2367862,4914645,3659509,3484174,3407387,3161134,3637072,258375,522213,432272,442262,365624,378139,528259
20013,20013,Brown,KS,7391943,7696470,8308188,8938068,10730152,11654283,9834675,804496,816460,978304,1125103,1149803,1390257,1549828
20015,20015,Butler,KS,6236716,8048003,7825503,8191841,9523002,8372251,9036663,681404,858868,928589,1051287,1023323,1004938,1208639
20017,20017,Chase,KS,785350,983479,1722411,1642178,1449823,885688,1475806,85512,104369,202771,206713,155373,105729,220609
20019,20019,Chautauqua,KS,861325,1065761,931466,720197,689704,475980,816634,93857,113222,109914,91324,73984,56944,112442
20021,20021,Cherokee,KS,4870793,6706310,6000041,7191267,11764512,8645326,8862726,531164,713055,708834,910876,1261263,1032778,1397543
20023,20023,Cheyenne,KS,4432339,4767893,7250750,5639717,7722440,7768035,7157943,482146,505301,852902,708486,827296,926273,905247
20025,20025,Clark,KS,1703287,1320086,3234879,1914703,2187999,1930126,2018572,185313,139979,380577,240733,234425,230213,227675
20027,20027,Clay,KS,5370565,4935571,7012419,7531231,7683357,8397313,8093819,584518,523705,825597,947746,823343,1001783,1220675
20029,20029,Cloud,KS,5462552,5180344,7242468,7217395,9669830,5865109,6482536,594648,549798,852826,908718,1036172,699939,910851
20031,20031,Coffey,KS,2467371,4830963,2988120,4070535,4087115,4285899,4471891,268733,512554,352316,513347,438111,511591,685335
20033,20033,Comanche,KS,1601991,1492717,2189374,1987240,1860133,2160583,2911742,174297,158263,257599,249781,199297,257680,356961
20035,20035,Cowley,KS,4432352,6114820,6082727,5510368,6144069,7533348,5921010,484291,652042,720327,704429,659796,901522,821179
20037,20037,Crawford,KS,3934843,4985686,5606133,8140043,8951183,7645706,6589284,430694,533225,665522,1038490,961046,916082,1134244
20039,20039,Decatur,KS,4384402,5109581,6130829,4891357,7468021,7619214,6828393,476971,541559,721248,614641,800052,908545,949037
20041,20041,Dickinson,KS,6724232,8638120,9659280,10745152,10870057,9804476,10477068,732342,917110,1138297,1354861,1165207,1170608,1502327
20043,20043,Doniphan,KS,4881942,5118548,5368549,5533065,7825940,8005849,6470450,531398,543078,632275,697082,838637,955137,1027109
20045,20045,Douglas,KS,3956004,4344844,4443573,3933564,4059578,3638090,4210402,437876,476657,544803,559499,443670,452745,722553
20047,20047,Edwards,KS,7604095,7937034,8336779,8965357,12388758,10751478,8143975,827130,841116,980692,1126123,1327175,1282017,1117082
20049,20049,Elk,KS,829650,761129,1436569,930892,1404353,1127207,1269077,90349,80844,169198,117493,150510,134529,186907
20051,20051,Ellis,KS,1895557,2656437,2621655,3828340,3789142,3128619,3823733,207757,284346,311964,490106,407138,375699,456126
20053,20053,Ellsworth,KS,2703554,2530034,3746367,3523682,3558076,3881259,3693472,294294,268551,441172,443856,381346,463158,461534
20055,20055,Finney,KS,9555735,16444482,19006019,14719315,19448858,17087721,16752540,1041063,1745908,2240030,1861377,2084922,2040624,2298206
20057,20057,Ford,KS,8079262,6824648,9693571,8943488,10445928,11084406,10736960,880251,726056,1143945,1133776,1120397,1324748,1400945
20059,20059,Franklin,KS,3564254,4325291,4883732,5228778,4700675,5431771,5822872,389026,460938,577831,666285,504829,650254,908838
20061,20061,Geary,KS,1461144,1345919,1485159,1952163,1862986,2046560,1670881,161459,147746,179312,256889,201161,248845,243775
20063,20063,Gove,KS,4128390,3902379,5732496,5388957,7924588,10535305,8901683,449087,413602,674349,676985,848948,1256205,1100226
20065,20065,Graham,KS,2943880,2893579,3394197,5351762,6325328,5741867,6404530,320288,306755,399375,672317,677636,684698,829746
20067,20067,Grant,KS,4320651,6284286,6690407,4934778,7322863,7562101,7914120,470212,666412,787617,621604,784703,902171,1021234
20069,20069,Gray,KS,9639798,11335517,14568205,12593747,14405888,10782426,11186607,1048585,1201285,1713696,1582238,1543334,1285903,1479641
20071,20071,Greeley,KS,3152108,2819740,3590394,3880554,7334284,6888154,7124732,342860,298812,422328,487349,785679,821301,834417
20073,20073,Greenwood,KS,1829881,2705206,2385686,2722132,2092597,1795435,1849687,199325,287158,281212,343378,224352,214416,261857
20075,20075,Hamilton,KS,1864011,3369335,3608355,4225981,5038944,4241677,3645994,202789,357079,424501,530944,539832,505836,446318
20077,20077,Harper,KS,6157128,7421315,8150893,6995452,7294489,6247173,7110807,669922,786754,959144,879586,781569,745180,843890
20079,20079,Harvey,KS,6178881,7856742,8970270,9232981,10359562,11916419,10407014,674246,836651,1060259,1173262,1111601,1424717,1659707
20081,20081,Haskell,KS,6670446,11667588,11660002,11301642,12435815,7715511,9963498,725598,1236370,1371579,1419655,1332258,920146,1307687
20083,20083,Hodgeman,KS,2412319,2326921,3035758,4104287,5343695,5128856,5866811,262416,246631,357138,515569,572462,611578,715200
20085,20085,Jackson,KS,4628072,4877592,4503405,4010573,5737691,4923545,5338360,503907,517841,531006,507360,615154,588101,740954
